user_id,posted,item_id,recommend,sentiment_analysis
GGargula,23-11-2015,233250,True,1
getf0kinn0sc0pedm9,31-05-2015,730,True,0
76561198141443390,03-05-2015,730,True,2
whodafuqisthisguilao,06-08-2015,730,True,2
Magjiikal,05-10-2015,370480,True,2
Magjiikal,17-12-2015,313740,True,2
ohnospaghet,17-12-2014,1840,True,2
ohnospaghet,30-09-2014,440,True,0
ohnospaghet,10-03-2015,266210,True,2
ohnospaghet,10-03-2015,264200,True,2
2768820078,01-09-2015,287700,True,1
2768820078,18-11-2015,377160,True,1
2768820078,08-08-2015,221380,True,1
2768820078,15-07-2015,333950,True,1
2768820078,12-06-2015,222420,False,1
2768820078,19-05-2015,271590,True,1
2768820078,11-05-2015,298110,True,1
2768820078,02-05-2015,222440,True,1
2d4nk4m3,20-08-2014,317470,False,2
2d4nk4m3,18-03-2014,47410,True,2
76561198095921854,01-05-2015,245620,True,2
EizanAratoFujimaki,28-10-2015,70,True,2
TeCool,15-12-2014,274980,True,2
TeCool,06-12-2014,202090,True,2
TeCool,11-04-2015,339280,True,2
TeCool,31-01-2015,314130,False,0
2xDelorean,13-09-2015,570,True,2
2xDelorean,26-07-2013,212680,True,2
2xDelorean,18-05-2013,200210,True,2
2xDelorean,30-10-2011,440,True,2
washington_,13-12-2015,417860,True,0
jewxxl,18-05-2015,251970,True,2
76561198088944293,13-12-2014,304930,True,1
76561198092540221,31-07-2015,400,True,2
76561198092540221,29-06-2015,620,True,2
76561198092540221,29-06-2015,238460,True,2
76561198092540221,12-02-2015,6060,True,2
76561198092540221,29-03-2014,440,True,2
76561198051258119,04-02-2015,730,True,2
nubquake123,21-04-2014,265610,True,2
Pyromanic,15-02-2013,31280,True,2
Pyromanic,15-02-2013,4000,True,2
Pyromanic,15-02-2013,240,True,2
CobRazor,01-08-2015,252490,True,1
relesprit,27-12-2013,8930,True,2
WitchHunter4542,16-07-2014,304930,True,2
WitchHunter4542,13-01-2015,237310,True,0
WitchHunter4542,11-01-2014,224260,True,2
pwrt,03-09-2015,230410,True,2
pwrt,20-01-2014,440,True,2
wantmahbody,03-05-2014,440,True,2
benedictcuminherbatch,02-08-2014,570,True,2
76561198031207016,17-03-2014,8930,True,2
76561198043458582,19-07-2015,105600,True,2
76561198043458582,26-05-2015,221100,True,2
76561198043458582,22-11-2015,107410,True,2
76561198043458582,18-10-2014,231430,True,2
smashiroshh,30-12-2014,218620,True,2
killbunny38,22-01-2015,570,True,2
killbunny38,20-08-2015,333930,False,1
76561198047630659,14-05-2015,230410,False,2
1337lolroflmao,13-04-2015,271590,True,2
1337lolroflmao,01-10-2014,218620,True,0
1337lolroflmao,28-12-2013,219740,True,0
1337lolroflmao,28-12-2013,7940,True,2
1337lolroflmao,30-11-2014,234190,True,2
1337lolroflmao,28-12-2013,10180,True,2
1337lolroflmao,28-12-2013,33900,True,2
1337lolroflmao,05-01-2015,261030,True,2
1337lolroflmao,23-12-2014,243470,True,0
sithjjf,01-09-2015,302830,False,0
76561198060039459,04-10-2014,570,False,0
OzfurAtlas,08-12-2013,212680,True,0
76561198065593074,06-11-2015,304930,False,0
76561198065593074,23-09-2015,304050,True,2
76561198065593074,31-05-2014,203750,True,2
76561198044169764,24-06-2015,227940,False,2
76561198044169764,22-07-2015,355180,False,0
76561198044169764,03-06-2015,4000,True,1
euzi,26-07-2014,236390,True,2
76561197961778802,23-04-2014,730,True,2
thisissohardtomakeoneup,12-04-2014,440,True,1
76561198087010391,04-04-2015,4000,True,2
66666669999999,05-01-2015,302830,False,1
76561198061174192,14-09-2014,220200,True,2
76561198061174192,14-09-2014,242760,True,0
ReMiXOfficalSteam,12-10-2015,352460,True,2
Wilfire77,22-03-2015,322920,True,2
76561198084390807,01-12-2015,234792,True,1
76561198084390807,10-05-2014,252490,True,2
Mastic,01-08-2015,304050,False,0
Mastic,30-12-2014,550,True,2
Mastic,27-12-2014,206420,True,2
76561198028286104,26-12-2013,10180,True,2
tarjla,13-07-2014,304930,True,2
tarjla,28-01-2015,265750,True,2
tarjla,08-05-2014,252490,True,2
tarjla,21-11-2013,4000,True,2
tarjla,07-12-2013,211820,True,2
tarjla,09-02-2013,105600,True,2
tarjla,09-01-2014,730,True,2
deathnz1,26-12-2014,276340,True,2
76561198104393251,13-03-2015,304930,True,2
redsncrimson,23-12-2014,274920,True,1
redsncrimson,26-12-2013,211820,True,2
redsncrimson,18-05-2013,49520,True,2
redsncrimson,09-01-2013,223510,True,2
redsncrimson,30-11-2012,440,True,2
H1DD3NT3RR0R,10-03-2014,240,True,2
H1DD3NT3RR0R,27-02-2014,105600,True,2
H1DD3NT3RR0R,25-11-2013,204300,True,2
H1DD3NT3RR0R,11-06-2014,730,True,0
H1DD3NT3RR0R,04-09-2015,440,False,0
H1DD3NT3RR0R,18-06-2014,570,True,0
76561198071214618,11-05-2015,268750,True,2
76561198115115631,22-05-2015,570,True,2
76561198071175142,10-08-2015,570,True,1
76561198071175142,07-07-2015,271590,True,2
t8s,13-05-2015,360870,True,2
t8s,02-05-2015,730,True,2
pikawuu2,15-09-2013,12900,True,2
Sammeh00,04-11-2014,301520,True,2
Michaelele,07-08-2014,6060,True,2
Michaelele,30-06-2014,730,True,2
Michaelele,21-08-2014,107410,True,2
Michaelele,16-07-2014,304930,True,2
76561198045754869,07-08-2015,335670,True,1
76561198076098774,02-08-2015,215080,True,2
76561198103253374,24-02-2014,570,True,0
76561198048417105,28-12-2015,271590,True,2
76561198048417105,27-02-2015,730,True,2
76561198090842891,16-01-2015,8190,True,2
76561198055767971,10-06-2015,247730,False,0
76561197998052647,27-11-2014,233630,True,2
76561198145436942,02-08-2014,221100,True,2
jjas01,03-11-2014,208812,False,2
jjas01,17-10-2015,218620,False,2
jjas01,08-10-2013,243120,True,2
jjas01,28-12-2015,234140,True,1
jjas01,08-05-2014,204450,True,2
jjas01,18-02-2014,225260,True,2
jjas01,27-10-2013,50300,True,2
jjas01,04-06-2014,201810,True,2
3xotic26,26-02-2014,500,True,2
3xotic26,26-02-2014,440,True,2
3xotic26,26-02-2014,49520,True,2
3xotic26,15-07-2013,550,True,2
iamthetrashlord,16-06-2015,206420,True,2
iamthetrashlord,20-07-2014,213670,True,2
3dster,24-08-2015,550,True,2
76561198079990063,14-03-2014,231040,True,2
Forty-Nine,28-08-2014,221100,True,0
76561198051017916,30-05-2015,351040,True,1
76561198051017916,26-05-2014,250600,True,1
L4M1NAS,05-03-2015,221100,True,2
76561197995322437,23-07-2015,264710,True,2
imsojipper,07-07-2014,218620,True,2
76561198084542731,16-01-2015,206420,True,1
76561198084542731,16-02-2014,47790,True,2
76561198103671881,11-04-2015,570,True,2
mrpfresh,16-10-2015,346110,True,0
GamerFag,15-07-2012,440,True,2
GamerFag,27-01-2011,70,True,0
GamerFag,27-01-2011,420,True,1
GamerFag,27-01-2011,380,True,2
GamerFag,27-01-2011,220,True,1
GamerFag,16-12-2010,1250,True,2
EHS-R3AP3R,09-09-2015,339230,False,0
EHS-R3AP3R,15-10-2015,349700,True,2
EHS-R3AP3R,26-11-2013,226700,True,2
EHS-R3AP3R,12-12-2013,209160,True,2
chidori_647,15-12-2013,219990,True,2
chidori_647,05-03-2014,213670,True,2
chidori_647,30-11-2013,21100,False,0
chidori_647,02-12-2013,8190,True,2
chidori_647,28-11-2013,215470,False,0
76561198092227136,11-09-2014,730,True,2
76561198092227136,26-05-2014,1250,True,1
hellcat59,18-07-2014,4000,True,2
76561198007584361,10-09-2015,401650,True,0
tbimperator,22-05-2012,35450,True,2
Allahu_Akbar666,17-01-2015,230410,True,2
Allahu_Akbar666,24-10-2014,304930,False,0
ulramite,27-10-2014,290020,True,2
ulramite,08-02-2014,248860,True,0
-GM-Dragon,08-03-2014,226700,False,0
-GM-Dragon,10-06-2015,244850,True,2
76561198054040292,13-03-2015,298260,True,2
76561198078799606,01-10-2015,370240,False,0
76561198078799606,29-06-2015,730,True,2
76561198078799606,02-05-2014,233450,True,1
I_DID_911_JUST_SAYING,06-05-2013,221260,True,2
diabeticfuck,31-08-2015,218620,True,2
diabeticfuck,28-12-2015,419070,True,1
diabeticfuck,23-11-2015,333930,False,0
diabeticfuck,04-09-2015,287700,True,1
76561198054465623,10-01-2015,302830,False,1
76561198054465623,04-01-2014,24240,True,2
76561198054465623,24-04-2015,39800,True,1
76561198054465623,21-02-2014,250600,True,0
76561198054465623,13-07-2015,105600,True,0
76561198054465623,03-04-2014,113020,True,2
aaropro,29-08-2014,440,True,2
abiam,16-11-2014,238960,True,1
FrankoWalker,04-01-2015,310370,True,2
FrankoWalker,06-12-2014,260410,True,1
FrankoWalker,16-05-2014,236390,True,0
LightfootSword7,26-11-2015,221100,False,2
SALTTHEW0UND,12-06-2015,248820,True,1
SALTTHEW0UND,28-08-2014,730,True,2
SALTTHEW0UND,20-05-2014,550,True,2
SALTTHEW0UND,25-03-2014,204030,True,2
SALTTHEW0UND,02-12-2013,440,True,2
SALTTHEW0UND,15-11-2015,383080,True,2
express157,02-09-2014,304930,True,2
76561198074644990,05-02-2015,242760,True,1
76561198074644990,06-02-2015,207230,True,2
76561198074644990,24-12-2013,9180,False,0
76561198064304806,11-12-2015,730,True,0
TomoeMamiewe,16-02-2014,10150,True,1
76561198057086148,17-01-2015,214950,True,2
Acidius99,21-06-2014,218620,True,2
Acidius99,30-12-2014,220240,True,2
Acidius99,09-07-2015,271290,False,0
acorn13,31-07-2014,313740,True,2
acorn13,12-07-2012,34330,True,0
acorn13,01-05-2015,271590,True,2
AddzyTheBaddzy,02-02-2015,291550,True,2
AddzyTheBaddzy,16-12-2013,259080,True,2
mrfunkyjunkie,05-01-2014,233250,True,2
mrfunkyjunkie,23-11-2014,256350,True,2
mrfunkyjunkie,11-03-2015,249380,True,2
76561198167207237,25-12-2015,391540,True,1
76561198167207237,29-11-2015,265930,True,1
76561198167207237,06-11-2015,620,True,2
cancerkek,27-02-2015,730,True,1
76561198073508075,13-04-2014,10090,True,2
76561198073508075,07-06-2014,218680,True,2
advenger95,05-06-2015,22370,True,2
advenger95,02-09-2015,307690,True,2
advenger95,05-06-2015,72850,True,0
EndAtHallow,15-01-2015,1250,True,0
76561198063624801,12-01-2014,440,True,1
aeryal,03-05-2014,440,True,2
76561198070263209,13-12-2013,570,True,1
76561198015968275,06-09-2015,248610,True,0
Agiegamma,12-02-2014,208090,True,2
76561198082614708,28-04-2014,250340,True,2
Agronoth,09-02-2014,244850,True,2
Agronoth,24-04-2015,221640,True,2
Agronoth,21-03-2015,104900,True,2
Agronoth,28-02-2015,105600,True,2
Agronoth,15-07-2015,9450,False,2
UnholyFallenAngel,07-10-2014,262410,True,2
UnholyFallenAngel,22-12-2015,222940,True,2
UnholyFallenAngel,06-05-2014,221040,True,2
76561198068565589,22-02-2014,221100,True,1
76561198068565589,18-07-2015,286570,True,2
76561198068565589,24-10-2014,263440,False,1
SlutOnTheSpit,02-01-2014,4000,True,2
WestyGaming,07-06-2014,223710,True,1
NaruseAiria,28-10-2014,317360,True,1
NaruseAiria,15-10-2014,108600,True,2
NaruseAiria,20-12-2013,259080,True,2
NaruseAiria,06-12-2013,208520,True,2
76561198067713802,27-09-2015,239660,True,2
76561198067713802,28-03-2015,304930,True,2
Alex680,25-04-2014,4000,True,2
alansiulun,01-11-2014,295270,True,2
alansiulun,21-05-2015,265930,True,2
Albolah,29-12-2015,283920,True,0
Albolah,18-10-2015,440,True,2
Albolah,30-12-2015,294650,True,2
76561198003056556,15-08-2014,233720,True,2
maxpaynepillkiller,30-12-2015,12120,True,1
maxpaynepillkiller,07-10-2015,55230,True,2
AlexNoClutch,05-06-2015,227860,False,2
Alexwai04,09-01-2015,218620,True,2
76561198095481910,01-02-2014,208090,True,0
AlkalineDeath,02-03-2015,228280,True,2
AlkalineDeath,16-10-2014,240760,True,2
76561198075935236,26-01-2015,226700,True,1
76561198075935236,27-08-2015,250900,True,2
mintifreshbadger,09-11-2015,35450,True,0
AlpacaRevolution,02-10-2014,212680,True,2
AlpacaRevolution,13-09-2015,346110,False,1
76561198071952798,29-11-2013,205100,True,2
76561198009001563,03-09-2014,570,True,1
76561198016753953,21-03-2014,271290,True,2
76561198016753953,27-01-2014,570,True,1
smegmyfoodle,03-02-2015,346010,True,2
smegmyfoodle,22-01-2015,239250,True,0
76561198057869849,01-06-2015,313120,True,2
76561198058836921,17-01-2015,211820,True,2
lol_ursuchanoob,08-08-2014,218620,True,0
lol_ursuchanoob,17-04-2014,12210,True,2
lol_ursuchanoob,12-03-2014,220240,True,0
lol_ursuchanoob,23-01-2014,17300,True,2
AMV72,21-01-2013,206440,True,2
AMV72,27-09-2012,209100,False,0
AMV72,25-11-2013,209000,True,2
AMV72,25-11-2013,218060,True,2
AMV72,19-07-2012,24240,True,1
76561198069170979,26-06-2015,440,True,2
76561198132540690,26-05-2015,730,True,2
76561198132540690,05-03-2015,220200,True,2
711armageddoncarmageddon,04-07-2015,113020,True,1
711armageddoncarmageddon,03-07-2015,105600,True,1
711armageddoncarmageddon,03-07-2015,9480,True,2
Andraison,31-07-2015,22230,True,0
76561198055790408,06-12-2013,203770,True,2
76561198069560699,30-12-2013,550,True,2
76561198069560699,16-12-2013,259080,True,2
76561198069560699,28-11-2013,72850,True,2
76561198069560699,26-03-2014,8870,True,2
76561198099625419,08-05-2014,230410,True,1
76561198099625419,08-05-2014,200260,True,1
76561198099625419,22-12-2013,19900,True,2
76561198099625419,20-12-2013,241540,True,1
76561198099625419,28-11-2013,220,True,1
76561198084032274,29-10-2014,227940,False,0
76561198084032274,29-09-2014,236390,False,2
Angrovar,16-08-2014,17390,True,2
Angrovar,11-11-2015,359320,True,1
AngryAinsley,01-08-2015,317360,True,2
AngryAinsley,01-08-2015,253030,True,2
AngryAinsley,24-07-2015,295110,True,2
AngryAinsley,07-04-2015,264710,True,2
uradumbtit,29-05-2014,274310,True,0
uradumbtit,04-08-2014,4000,True,2
IKillNoobsFirst,27-03-2015,730,True,2
76561198037888300,12-09-2015,344770,True,2
1234865654,29-06-2014,22380,True,0
76561198084123358,07-02-2015,9900,True,2
Apachehavoc,31-10-2014,107410,False,1
ApexNZ,03-02-2014,221640,True,2
ApexNZ,09-05-2014,202170,True,2
ApexNZ,09-02-2014,49520,True,0
ApexNZ,19-08-2014,245490,True,2
ApexNZ,28-02-2015,313120,True,2
76561198039441595,09-06-2014,113020,False,1
76561198039441595,23-01-2015,319510,False,0
76561198039441595,20-06-2014,20,False,0
76561198039441595,31-05-2014,209080,False,0
76561198039441595,07-05-2014,223470,False,2
76561198039441595,20-11-2015,417860,True,1
76561198039441595,06-05-2015,269250,True,2
76561198039441595,18-11-2014,313740,False,2
76561198039441595,31-05-2014,8190,True,0
76561198036687918,20-12-2015,377160,True,1
benjamin27,20-11-2015,730,True,1
benjamin27,19-07-2014,244850,True,2
AppoGetsSuperAdmin,26-06-2015,212500,True,1
AppoGetsSuperAdmin,29-08-2015,570,False,2
AppoGetsSuperAdmin,08-08-2015,104900,True,1
76561198049916759,02-07-2015,219990,True,2
76561198049916759,11-09-2015,293260,True,2
XABLAUziitu,22-12-2015,214420,False,2
XABLAUziitu,17-10-2015,105600,True,1
XABLAUziitu,15-02-2013,440,True,1
XABLAUziitu,24-01-2013,200210,True,1
76561198012909706,07-12-2013,218130,True,2
dragonchief,10-01-2014,252490,False,0
76561198040530605,27-06-2014,218230,True,2
76561198040530605,09-06-2014,104900,True,2
76561198040530605,01-01-2014,440,True,2
76561198040530605,30-12-2011,240,True,2
76561197974500703,15-07-2012,8980,True,2
76561197974500703,17-06-2012,31270,True,2
76561197974500703,17-06-2012,113200,True,2
76561197974500703,28-01-2012,8190,True,2
76561197974500703,28-01-2012,43000,True,2
76561197974500703,27-12-2011,18700,False,0
76561197974500703,20-12-2011,98800,True,0
76561197974500703,20-12-2011,107100,True,2
76561197974500703,28-12-2010,630,True,2
76561197974500703,28-12-2010,57300,True,0
76561198047185525,20-03-2014,213670,True,0
76561198047185525,27-06-2014,218620,True,0
76561198047185525,16-12-2013,226620,True,1
bilyitu,06-10-2014,570,True,1
bilyitu,08-09-2014,730,True,0
76561198021244661,15-04-2014,105600,True,2
76561198088538797,01-09-2015,209870,True,2
deployablearchnagel,30-05-2014,265630,True,1
rotflmaoman,06-11-2015,401920,True,2
armouredmarshmallow,08-11-2015,440,True,0
armouredmarshmallow,24-05-2015,346900,True,0
armouredmarshmallow,24-05-2015,630,True,2
76561198020928326,01-07-2014,70,True,2
Array71,27-09-2014,8500,False,0
Array71,24-06-2014,244850,True,2
76561198039874575,01-02-2014,221100,True,1
arronlim13,28-05-2015,99900,True,2
ARTHERDUNGER10,13-04-2015,250900,True,0
Mackus1011,06-12-2013,211820,True,2
Mackus1011,31-08-2015,380600,True,2
Mackus1011,18-06-2015,22380,True,2
Mackus1011,18-10-2014,252490,True,0
76561198041877981,09-01-2014,2450,False,1
76561198041877981,28-02-2014,241540,True,2
darkmassieh,09-05-2015,107410,True,2
darkmassieh,21-04-2015,230190,True,1
darkmassieh,06-08-2015,391270,True,2
darkmassieh,30-07-2015,301520,True,1
darkmassieh,08-01-2015,227680,False,2
asianturtlefrenzy,27-12-2015,246420,True,2
asianturtlefrenzy,27-12-2015,289130,True,2
asianturtlefrenzy,27-12-2015,234630,True,2
asianturtlefrenzy,27-12-2015,249050,True,2
asianturtlefrenzy,26-12-2015,418340,True,2
asianturtlefrenzy,22-12-2015,223850,True,2
asianturtlefrenzy,07-07-2015,263020,True,0
asianturtlefrenzy,30-06-2015,287980,True,2
asianturtlefrenzy,16-05-2014,245550,True,2
blowjobsfurdayzandgayz,12-01-2015,570,True,1
blowjobsfurdayzandgayz,22-11-2015,417860,True,1
blowjobsfurdayzandgayz,30-03-2015,96100,False,0
76561198082992295,02-06-2014,4000,True,2
76561198082992295,28-05-2014,570,True,2
76561198082992295,28-05-2014,440,True,2
LaLocaDeLosDulces,27-06-2015,80,True,1
