genres,item_name,release_date,item_id,user_id
['Indie' 'Simulation'],Garry's Mod,2006-11-29,4000,nan
['Racing'],RACE - The WTCC Game,2006-11-24,4230,nan
['Casual' 'Indie'],Zen of Sudoku,2006-12-14,4900,nan
['Casual' 'Indie'],Gumboy - Crazy Adventures™,2006-12-19,2520,nan
['Strategy'],Ghost Master®,2003-08-23,6200,nan
['Strategy'],Vegas: Make It Big™,2006-12-21,6210,nan
['Adventure' 'RPG'],Dreamfall: The Longest Journey,2006-04-17,6300,nan
['Racing'],FlatOut 2™,2006-08-01,2990,nan
['Racing'],FlatOut,2005-07-12,6220,nan
['Action' 'Adventure'],Lost Planet™: Extreme Condition,2007-06-26,6510,nan
['Strategy'],CivCity: Rome,2006-07-24,3980,nan
['RPG'],Arx Fatalis,2002-11-12,1700,nan
['Action' 'Adventure' 'RPG'],The Longest Journey,2000-11-17,6310,nan
['Strategy'],Civilization IV®: Warlords,2006-07-24,3990,nan
['Strategy'],Railroad Tycoon 3,2003-10-23,7610,nan
['Strategy'],Sid Meier's Railroads!,2006-10-16,7600,nan
['Strategy'],Railroad Tycoon II Platinum,1998-10-31,7620,nan
['Casual' 'Indie'],RIP - Trilogy™,2007-06-01,2540,nan
['Strategy'],X-COM: Terror From the Deep,1995-04-01,7650,nan
['Action' 'Adventure'],Tomb Raider: Anniversary,2007-06-05,8000,nan
['Action'],Devil May Cry® 3 Special Edition,2006-05-23,6550,nan
['Action' 'Adventure'],Sam & Max 101: Culture Shock,2006-10-17,8200,nan
['Action'],Final DOOM,1996-06-17,2290,nan
['Indie' 'RPG'],Vigil: Blood Bitterness™,2007-06-29,2570,nan
['Action' 'Adventure'],Sam & Max 102: Situation: Comedy,2006-12-20,8210,nan
['Action'],Ultimate Doom,1995-04-30,2280,nan
['Action'],Master Levels for Doom II,1995-06-01,9160,nan
['Action'],DOOM II,1994-05-05,2300,nan
['Action'],Wolfenstein 3D,1994-08-03,2270,nan
['Action'],Return to Castle Wolfenstein,2001-11-20,9010,nan
['Action'],QUAKE Mission Pack 1: Scourge of Armagon,1997-02-28,9040,nan
['Action'],Spear of Destiny,1993-10-10,9000,nan
['Action'],BloodRayne,2003-09-09,3810,nan
['Action'],QUAKE Mission Pack 2: Dissolution of Eternity,2007-08-03,9030,nan
['Action'],QUAKE,2007-05-31,2310,nan
['Strategy'],Genesis Rising,2007-03-20,3230,nan
['Strategy'],"Warhammer® 40,000: Dawn of War® – Winter Assault",2006-01-01,9310,nan
['Action' 'RPG'],BioShock™,2007-08-21,7670,nan
['Strategy'],"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2006-01-01,4570,nan
['Strategy'],"Warhammer® 40,000: Dawn of War® - Dark Crusade",2006-10-09,4580,nan
['Strategy'],Rome: Total War™ - Collection,2004-09-22,4760,nan
['Strategy'],Rome: Total War™ - Alexander,2006-06-26,4770,nan
['Casual'],Mystery Case Files: Madame Fate®,2007-12-14,50970,nan
['Action'],Grand Theft Auto,1998-06-30,12170,nan
['Action'],Grand Theft Auto 2,1999-10-25,12180,nan
['Action'],Manhunt,2004-04-20,12130,nan
['Racing'],Midnight Club 2,2003-07-01,12160,nan
['Action'],Max Payne 2: The Fall of Max Payne,2003-10-14,12150,nan
['Action' 'Adventure'],Tomb Raider: Legend,2006-04-07,7000,nan
['Action'],Max Payne,2001-07-25,12140,nan
['Strategy'],Command & Conquer: Red Alert 3,2008-10-28,17480,nan
['Casual'],PuzzleQuest: Challenge of the Warlords,2007-10-10,12500,nan
['RPG' 'Casual' 'Adventure'],Culpa Innata,2007-10-23,12310,nan
['Strategy'],Prison Tycoon 3™: Lockdown,2007-08-01,12510,nan
['Action' 'Adventure' 'Strategy'],Hunting Unlimited™ 2008,2007-09-01,12530,nan
['Racing'],18 Wheels of Steel: American Long Haul,2007-12-03,12520,nan
['Action'],Conflict: Denied Ops,2008-02-08,8100,nan
['Action'],ARMA: Combat Operations,2007-05-08,2780,nan
['Simulation'],Tycoon City: New York,2006-02-21,9730,nan
['Action'],Desperados 2: Cooper's Revenge,2006-05-02,9710,nan
['Action' 'Adventure'],Death to Spies,2007-10-16,9800,nan
['Action'],Act of War: High Treason,2006-05-30,9760,nan
['Simulation' 'Strategy'],RollerCoaster Tycoon® 3: Platinum,2006-10-26,2700,nan
['Action'],Act of War: Direct Action,2005-03-14,2710,nan
['Action'],Unreal 2: The Awakening,2003-02-03,13200,nan
['Action'],Unreal Gold,1998-04-30,13250,nan
['Casual' 'Indie'],Ninja Reflex: Steamworks Edition,2008-03-21,13000,nan
['Action'],Tom Clancy's Splinter Cell®,2003-02-18,13560,nan
['Action'],Far Cry®,2004-03-23,13520,nan
['Action'],Unreal Tournament: Game of the Year Edition,2000-10-25,13240,nan
['Action'],Tom Clancy's Rainbow Six® Vegas,2006-12-12,13540,nan
['Simulation'],Silent Hunter® III,2005-03-15,15210,nan
['Casual' 'Simulation'],Virtual Villagers - The Secret City,2008-05-28,16180,nan
['Casual'],Mystery P.I.™ - The Vegas Heist,2008-06-04,3520,nan
['Casual'],Luxor,2008-06-10,15970,nan
['Casual'],Reaxxion,2008-06-10,15950,nan
['Casual'],Little Farm,2008-06-10,15960,nan
['Casual'],7 Wonders II,2008-06-10,15900,nan
['Casual'],Luxor Amun Rising,2005-12-08,15910,nan
['Casual'],Luxor 3,2007-11-13,15930,nan
['Simulation'],Petz® Horsez® 2,2007-11-13,15160,nan
['Casual'],Luxor 2,2005-12-08,15920,nan
['Action' 'Adventure'],Rayman Raving Rabbids™,2007-03-27,15080,nan
['Simulation'],Silent Hunter®: Wolves of the Pacific,2007-03-20,15200,nan
['Simulation'],IL-2 Sturmovik: 1946,2006-12-15,15320,nan
['Simulation'],Silent Hunter®: Wolves of the Pacific U-Boat Missions,2008-03-24,15240,nan
['Adventure'],Bone: Out From Boneville,2005-09-15,8310,nan
['Racing'],Midnight Outlaw: 6 Hours to SunUp,2005-07-02,12600,nan
['Adventure'],Bone: The Great Cow Race,2006-04-12,8320,nan
['Racing'],Sprint Cars Road to Knoxville,2008-07-29,12590,nan
['Simulation'],Ride! Carnival Tycoon,2007-07-02,12560,nan
['Casual'],Mahjongg Investigations: Under Suspicion,2007-08-08,12540,nan
['Adventure'],Dracula Origin,2008-05-20,11050,nan
['Sports'],Beijing 2008™ - The Official Video Game of the Olympic Games,2008-07-08,10520,nan
['Adventure' 'RPG'],Sherlock Holmes - Nemesis,2008-04-14,11040,nan
['Adventure' 'Indie'],Eternity's Child,2008-07-31,19500,nan
['Simulation' 'Strategy'],Pacific Storm Allies,2007-05-25,11260,nan
['Action' 'Indie'],Tank Universal,2008-08-21,19200,nan
['Racing'],FlatOut: Ultimate Carnage,2008-08-19,12360,nan
['Adventure'],Oddworld: Abe's Exoddus®,1998-11-17,15710,nan
['Adventure'],Oddworld: Abe's Oddysee®,1997-12-12,15700,nan
['Racing'],GTR Evolution Expansion Pack for RACE 07,2008-09-01,8660,nan
['Strategy'],X-COM: Enforcer,2001-04-19,7770,nan
['Strategy'],X-COM: Apocalypse,1997-07-15,7660,nan
['Strategy'],X-COM: UFO Defense,1993-12-31,7760,nan
['Action' 'RPG'],S.T.A.L.K.E.R.: Clear Sky,2008-09-15,20510,nan
['Action'],Crysis Warhead®,2008-09-17,17330,nan
['Action'],Crysis,2007-11-13,17300,nan
['Strategy'],X-COM: Interceptor,1998-06-15,7730,nan
['Action' 'RPG'],The Witcher: Enhanced Edition Director's Cut,2008-09-16,20900,nan
['Indie'],Multiwinia,2008-09-19,1530,nan
['Racing'],STCC - The Game 1 - Expansion Pack for RACE 07,2008-10-22,8690,nan
['Strategy' 'Simulation'],Children of the Nile: Alexandria,2008-08-28,17120,nan
['Strategy'],Sid Meier's Civilization IV: Colonization,2008-09-23,16810,nan
['Action'],Tom Clancy's Rainbow Six® 3 Gold,2003-03-18,19830,nan
['Action' 'Adventure'],LEGO Batman,2008-09-29,21000,nan
['Simulation' 'Strategy'],City Life 2008,2008-07-18,4460,nan
['RPG' 'Strategy'],Hinterland,2008-09-30,17140,nan
['Action'],Brothers in Arms: Hell's Highway™,2008-10-08,15390,nan
['Indie' 'Casual'],Gravitron 2,2008-08-31,21300,nan
['Racing'],Xpand Rally Xtreme,2006-12-01,3050,nan
['Strategy'],Heroes of Might & Magic V: Hammers of Fate,2006-11-14,15380,nan
['Action'],Brothers in Arms: Earned in Blood™,2005-10-04,19800,nan
['Strategy'],Heroes of Might & Magic V: Tribes of the East,2007-10-16,15370,nan
['Strategy'],The Settlers®: Rise Of An Empire Gold Edition,2008-04-18,19930,nan
['Casual'],Brain Spa,2007-09-25,15350,nan
['Action'],The Sum of All Fears,2002-05-31,19810,nan
['Casual'],Peggle™ Nights,2008-10-15,3540,nan
['Indie'],World of Goo,2008-10-13,22000,nan
['Action' 'Simulation' 'Strategy'],X3: Terran Conflict,2008-10-16,2820,nan
['Action'],Mare Nostrum,2008-10-17,1230,nan
['Casual' 'Indie'],Spectraball,2008-10-20,18300,nan
['Indie' 'Casual' 'Sports'],Galactic Bowling,2008-10-21,20200,nan
['Action' 'Adventure'],Bully: Scholarship Edition,2008-10-21,12200,nan
['Action'],Far Cry® 2: Fortune's Edition,2008-10-22,19900,nan
['Action' 'Indie' 'Strategy'],Space Trader: Merchant Marine,2008-10-23,11240,nan
['Simulation'],PRR Wagon Pack 01,2009-01-01,256522,nan
['Simulation'],"Class 421 London South East ""Jaffa Cake""",2009-01-01,275144,nan
['Simulation'],ATSF Wagon Pack 01,2009-01-01,256521,nan
['Simulation'],GP20 Union Pacific Add-on Livery,2009-01-01,222569,nan
['Simulation'],UK Van Wagon Pack,2009-01-01,256535,nan
['Simulation'],CSX SD70MAC Add-on Livery,2009-01-01,256611,nan
['Simulation'],CSX ES44AC Add-on Livery,2009-01-01,256576,nan
['Action'],Saints Row 2,2009-01-28,9480,nan
['Action'],Dead Space,2008-10-20,17470,nan
['RPG'],Rise of the Argonauts,2008-12-16,12770,nan
['Action' 'Adventure'],Mirror's Edge™,2009-01-13,17410,nan
['Indie' 'Strategy'],Defense Grid: The Awakening,2008-12-08,18500,nan
['Action'],F.E.A.R. 2: Project Origin,2009-02-12,16450,nan
['Strategy' 'Indie'],Harvest: Massive Encounter,2008-03-05,15400,nan
['Indie' 'Strategy'],Mayhem Intergalactic,2007-07-04,18600,nan
['Action' 'Indie'],Larva Mortus,2009-03-19,11340,nan
['Strategy'],Knights of Honor,2005-05-10,25830,nan
['Action' 'Adventure' 'Strategy'],Ceville,2009-02-27,23460,nan
['Strategy'],Empire: Total War™ - Special Forces Units & Bonus Content,2009-03-04,10600,nan
['Action'],Watchmen: The End is Nigh,2009-03-04,21010,nan
['Action' 'Adventure' 'Indie'],Penumbra Overture,2007-03-30,22180,nan
['Action'],Unreal Tournament 3 Black,2007-11-19,13210,nan
['RPG'],Drakensang,2009-02-27,12640,nan
['Casual' 'Strategy'],Age of Booty™,2009-03-09,21600,nan
['Indie' 'Simulation'],The Graveyard,2008-03-21,27020,nan
['Racing'],Burnout Paradise: The Ultimate Box,2009-02-03,24740,nan
['Action'],Zombie Master,2009-03-11,90047,nan
['Action' 'Indie'],The Maw,2009-03-09,26000,nan
['Action' 'Indie'],The Maw: River Redirect,2009-03-16,26006,nan
['Action' 'Indie'],The Maw: Brute Force,2009-03-16,26005,nan
['Casual' 'Indie'],Obulis,2009-03-19,11330,nan
['Indie'],Space Giraffe,2009-03-19,27800,nan
['Simulation' 'Strategy'],Codename: Panzers - Cold War,2009-03-10,9850,nan
['Casual'],Escape Rosecliff Island,2009-04-15,3600,nan
['RPG' 'Massively Multiplayer'],Guild Wars Nightfall,2006-10-27,29580,nan
['RPG' 'Massively Multiplayer'],Guild Wars,2005-04-28,29540,nan
['RPG' 'Massively Multiplayer'],Guild Wars Factions,2006-04-28,29560,nan
['Massively Multiplayer' 'RPG'],Guild Wars Trilogy,2008-09-25,29570,nan
['Casual'],Puzzle Kingdoms,2009-04-16,23700,nan
['Casual'],Samantha Swift and the Golden Touch,2009-04-29,16060,nan
['RPG'],Two Worlds Epic Edition,2009-04-30,1930,nan
['Strategy'],Helldorado,2009-04-30,18470,nan
['Action' 'Adventure' 'RPG'],X-Blades,2009-02-10,7510,nan
['Action' 'Indie'],Zeno Clash,2009-04-21,22200,nan
['Indie'],The Maw: Speeder Lane,2009-04-29,26007,nan
['RPG' 'Strategy'],King's Bounty: The Legend,2008-09-23,25900,nan
['Casual' 'Simulation'],Virtual Families,2009-05-06,16200,nan
['Racing'],Death Track®: Resurrection,2009-05-06,7840,nan
['RPG' 'Strategy'],Freedom Force vs. the Third Reich,2005-03-08,8890,nan
['RPG' 'Strategy'],Freedom Force,2002-03-26,8880,nan
['Indie' 'Simulation' 'Strategy'],Light of Altair,2009-06-04,34500,nan
['Action' 'Simulation'],Darkest Hour: Europe '44-'45,2009-06-09,1280,nan
['Action' 'Adventure'],Prototype™,2009-06-10,10150,nan
['Adventure' 'Indie'],Blueberry Garden,Jun 2009,29160,nan
['Strategy'],Port Royale 2,2004-04-30,12470,nan
['RPG'],The Elder Scrolls IV: Oblivion® Game of the Year Edition,2007-09-11,22330,nan
['RPG'],The Elder Scrolls III: Morrowind® Game of the Year Edition,2002-04-29,22320,nan
['Adventure'],Ankh 2: Heart of Osiris,2007-05-18,12440,nan
['Simulation'],Armored Fist 3,1999-09-01,32710,nan
['Simulation'],MiG-29 Fulcrum,1998-09-07,32740,nan
['Strategy'],BC Kings,2008-09-15,12460,nan
['Action'],Call of Juarez®: Bound in Blood,2009-06-30,21980,nan
['Adventure'],Nancy Drew®: Legend of the Crystal Skull,2007-10-01,31860,nan
['Adventure'],Nancy Drew®: The Creature of Kapu Cave,2006-10-01,31900,nan
['Adventure'],Nancy Drew®: The Phantom of Venice,2008-07-01,31920,nan
['Adventure'],Nancy Drew®: The White Wolf of Icicle Creek,2007-07-01,31930,nan
['Casual' 'Indie'],BRAINPIPE: A Plunge to Unhumanity,2008-12-24,35800,nan
['Simulation' 'Sports'],Hunting Unlimited 2010,2009-07-07,12690,nan
['Adventure'],Tales of Monkey Island Complete Pack,2009-07-07,31170,nan
['Action'],Street Fighter® IV,2009-07-07,21660,nan
['Action' 'Adventure' 'Racing' 'Simulation' 'Strategy'],Thrillville®: Off the Rails™,2007-10-09,6080,nan
['Adventure'],Indiana Jones® and the Fate of Atlantis™,1992-06-01,6010,nan
['Action'],Armed and Dangerous®,2003-12-02,6090,nan
['Action'],"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,6060,nan
['Adventure'],Indiana Jones® and the Last Crusade™,1989-07-01,32310,nan
['Action' 'Adventure'],LEGO® Indiana Jones™: The Original Adventures,2008-06-03,32330,nan
['Adventure'],The Secret of Monkey Island: Special Edition,2009-07-15,32360,nan
['Strategy'],Warfare,2008-11-20,35300,nan
['Action' 'Racing'],Clutch,2009-06-02,35310,nan
['Adventure'],Nancy Drew®: Ransom of the Seven Ships,2009-07-21,31980,nan
['Adventure'],Nancy Drew®: Ransom of the Seven Ships Demo,2009-07-21,31990,nan
['Sports'],3D Ultra™ Minigolf Adventures,2006-12-20,10140,nan
['Adventure'],King's Quest™ Collection,2006-09-01,10100,nan
['Action'],TimeShift™,2007-10-30,10130,nan
['Adventure'],Space Quest™ Collection,2006-09-01,10110,nan
['Action'],Killing Floor Outbreak Character Pack,2009-07-24,1256,nan
['Action' 'Casual'],Aces of the Galaxy™,2008-06-04,10120,nan
['Simulation' 'Strategy'],Tropico Reloaded,2009-07-24,33520,nan
['Casual'],Mystery P.I. - Lost in Los Angeles,2009-07-27,3610,nan
['Action'],Bionic Commando: Rearmed,2008-08-14,21680,nan
['Action' 'Adventure'],Bionic Commando,2009-07-28,21670,nan
['Action'],Watchmen: The End is Nigh Part 2,2009-07-29,21030,nan
['Action' 'Indie'],Foreign Legion: Buckets of Blood,2009-08-04,36000,nan
['Adventure' 'RPG'],STAR WARS™ - Knights of the Old Republic™,2003-11-19,32370,nan
['Indie' 'Casual'],Osmos,2009-08-18,29180,nan
['RPG'],Fallout 2: A Post Nuclear Role Playing Game,1998-12-01,38410,nan
['Strategy'],Fallout Tactics: Brotherhood of Steel,2001-03-01,38420,nan
['Action'],Kingpin — Life of Crime,1999-06-01,38430,nan
['Action' 'Adventure'],Mini Ninjas Demo,2009-08-19,35050,nan
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009-08-20,31180,nan
['Casual'],Jewel Quest Pack,2009-08-24,37960,nan
['Casual'],Mahjong Quest Collection,2009-08-24,38000,nan
['Adventure' 'Indie'],"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-06-22,37400,nan
['Action'],Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,13570,nan
['Action' 'Racing'],Crash Time 2,2009-08-27,11390,nan
['Strategy'],XIII Century – Gold Edition,2009-08-28,34420,nan
['Simulation'],World of Zoo,2009-10-30,43100,nan
['Simulation'],18 Wheels of Steel: Extreme Trucker,2009-09-23,33730,nan
['Action' 'Adventure'],Mini Ninjas,2009-09-08,35000,nan
['Casual'],Freeze Tag Fun Pack #2,2009-09-23,39392,nan
['Casual'],Freeze Tag Fun Pack #1,1999-11-30,39391,nan
['Adventure' 'Casual' 'Indie'],Windosill,2009-05-26,37600,nan
['Simulation'],Train Simulator: Colton & Northern Route Add-On,2009-09-25,24029,nan
['Adventure' 'Casual'],Midnight Mysteries,2009-09-28,32140,nan
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009-09-07,31190,nan
['Action'],Joint Operations: Combined Arms Gold,2009-08-18,32770,nan
['Simulation'],Train Simulator: US Loco & Asset Pack,2009-10-01,208306,nan
['Simulation'],DinerTown Tycoon,2009-09-30,37300,nan
['Simulation'],Train Simulator: European Loco & Asset Pack,2009-10-01,208300,nan
['RPG'],Risen,2009-10-30,40300,nan
['Casual'],Flora's Fruit Farm,2009-10-01,35070,nan
['Strategy'],Empire: Total War™ - The Warpath Campaign,2009-10-05,10606,nan
['Adventure' 'Indie'],Machinarium,2009-10-16,40700,nan
['Action'],Medal of Honor: Airborne,2007-09-04,24840,nan
['Racing'],Need for Speed: Shift,2009-09-15,24870,nan
['RPG'],Torchlight,2009-10-27,41500,nan
['Strategy'],Command & Conquer: Red Alert 3 - Uprising,2009-03-12,24800,nan
['Strategy'],The Stronghold Collection,2009-10-27,901735,nan
['Strategy'],East India Company: Privateer,2009-10-27,42800,nan
['Action'],Painkiller: Resurrection,2009-10-27,39560,nan
['RPG' 'Strategy'],SpellForce 2 - Anniversary Edition,2009-10-29,39550,nan
['Adventure'],Secret Files: Tunguska,2009-10-29,40330,nan
['Strategy'],Rush for Berlin Gold,2009-10-29,40320,nan
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009-10-07,31200,nan
['Strategy'],Men of War: Red Tide,2009-11-01,3130,nan
['Action' 'Indie'],Hammerfight,2009-09-19,41100,nan
['Action' 'RPG'],SpellForce - Platinum Edition,2009-11-03,39540,nan
['Strategy'],Massive Assault: Phantom Renaissance,2005-03-03,34640,nan
['Strategy'],Massive Assault,2003-10-28,34630,nan
['Action' 'Indie'],Serious Sam HD: The First Encounter,2009-11-24,41000,nan
['Adventure'],Secret Files 2: Puritas Cordis,2009-10-29,40340,nan
['RPG'],Dragon Age: Origins,2009-11-06,17450,nan
['Action' 'RPG' 'Indie'],Aztaka,2009-05-07,37100,nan
['Indie' 'Casual'],Magnetis,2009-11-05,37500,nan
['Strategy'],For The Glory: A Europa Universalis Game,2009-11-11,42810,nan
['Action'],Call of Duty®: Modern Warfare® 2,2009-11-12,10180,nan
['Adventure'],LEGO® Star Wars™ - The Complete Saga,2009-11-12,32440,nan
['RPG'],Overlord™,2007-06-26,11450,nan
['RPG'],Overlord™: Raising Hell,2008-02-15,12710,nan
['Strategy'],Command & Conquer 3: Tiberium Wars,2007-03-28,24790,nan
['Indie' 'Casual'],Yumsters 2: Around the World,2008-07-23,29120,nan
['Strategy'],Command & Conquer 3: Kane's Wrath,2009-11-13,24810,nan
['Indie' 'Simulation' 'Strategy'],Gratuitous Space Battles,2009-11-16,41800,nan
['Simulation'],Wings of Prey,2009-12-25,45300,nan
['Action' 'Adventure' 'RPG'],The Bard's Tale,2005-06-17,41900,nan
['Action'],Defence Alliance 2,2009-10-22,35420,nan
['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,32430,nan
['RPG'],Fallout 3: Game of the Year Edition,2009-10-13,22370,nan
['Strategy' 'Indie' 'Simulation'],Gratuitous Space Battles: The Tribe,2009-12-16,41802,nan
['Simulation'],Build-A-Lot,2007-10-02,38080,nan
['Simulation'],Build-A-Lot 2: Town of the Year,2008-04-29,38090,nan
['Simulation'],Build-A-Lot 3: Passport to Europe,2009-01-24,38100,nan
['Casual' 'Simulation'],Coconut Queen,2009-12-17,38070,nan
['Casual'],Roogoo,2009-12-17,38210,nan
['Action' 'Adventure'],Devil May Cry 4,2008-07-08,45700,nan
['Action' 'Indie' 'RPG'],Avencast: Rise of the Mage,2010-03-17,46410,nan
['Simulation'],Build-A-Lot 4: Power Source,2009-08-12,38110,nan
['Action' 'Free to Play' 'Indie'],"Pirates, Vikings, and Knights II",2010-02-12,17570,nan
['Casual'],Farm Frenzy 2,2008-08-27,38130,nan
['Casual'],Farm Frenzy 3: American Pie,2010-01-06,38160,nan
['Casual'],Farm Frenzy 3,2009-09-11,38150,nan
['Casual'],Farm Frenzy,2007-12-07,38120,nan
['Casual'],Farm Frenzy: Pizza Party,2009-02-18,38140,nan
['Casual'],Cake Mania Main Street™,2010-02-16,36300,nan
['Strategy' 'Casual'],Westward® IV: All Aboard,2010-02-16,36310,nan
['Adventure' 'Casual'],Iron Roses,2010-02-16,36320,nan
['Strategy'],UFO: Extraterrestrials Gold,2010-02-17,37030,nan
['Adventure'],LEGO® Indiana Jones™ 2: The Adventure Continues,2010-02-18,32450,nan
['Sports'],Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,2010-02-18,34180,nan
['Action' 'Indie' 'Racing'],Super Laser  Racer,2010-02-18,44100,nan
['Strategy'],Hearts of Iron III: Soviet Infantry Pack DLC,2010-02-18,25960,nan
['Action'],NecroVisioN: Lost Company,2010-02-19,46250,nan
['Casual'],Cradle of Persia,2007-12-01,38180,nan
['Action'],Aliens vs. Predator Swarm Map Pack,2010-03-18,10695,nan
['Action' 'Indie'],Serious Sam Classic: The First Encounter,2001-03-21,41050,nan
['Simulation'],Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010-03-19,24055,nan
['Action' 'RPG'],Mount & Blade: Warband,2010-03-31,48700,nan
['Action'],Coniclysm,2010-03-26,39900,nan
['Action' 'Indie'],Plain Sight,2010-04-05,49900,nan
['Action'],Lead and Gold: Gangs of the Wild West,2010-04-08,42120,nan
['Action'],Grand Theft Auto: Episodes from Liberty City,2010-04-12,12220,nan
['Action' 'Adventure'],Dark Void™ Zero,2010-04-12,45730,nan
['Indie'],Fortix,2010-04-14,45400,nan
['Action' 'Casual' 'Indie'],Beat Hazard,2010-04-15,49600,nan
['Adventure'],Sam & Max: The Devil’s Playhouse,2010-04-15,901399,nan
['Simulation' 'Strategy'],M.U.D. TV,2010-04-19,43500,nan
['Simulation'],Wings of Luftwaffe Add-on,2010-04-19,45302,nan
['Adventure' 'Indie'],The Misadventures of P.B. Winterbottom,2010-04-20,40930,nan
['Action'],AquaNox 2: Revelation,2003-08-19,39640,nan
