genres,item_name,release_date,item_id,user_id
Strategy,X-COM: Interceptor,1998-06-15,7730,nan
Action,The Witcher: Enhanced Edition Director's Cut,2008-09-16,20900,nan
RPG,The Witcher: Enhanced Edition Director's Cut,2008-09-16,20900,nan
Indie,Multiwinia,2008-09-19,1530,nan
Racing,STCC - The Game 1 - Expansion Pack for RACE 07,2008-10-22,8690,nan
Strategy,Children of the Nile: Alexandria,2008-08-28,17120,nan
Simulation,Children of the Nile: Alexandria,2008-08-28,17120,nan
Strategy,Sid Meier's Civilization IV: Colonization,2008-09-23,16810,nan
Action,Tom Clancy's Rainbow Six® 3 Gold,2003-03-18,19830,nan
Action,LEGO Batman,2008-09-29,21000,nan
Adventure,LEGO Batman,2008-09-29,21000,nan
Simulation,City Life 2008,2008-07-18,4460,nan
Strategy,City Life 2008,2008-07-18,4460,nan
RPG,Hinterland,2008-09-30,17140,nan
Strategy,Hinterland,2008-09-30,17140,nan
Action,Brothers in Arms: Hell's Highway™,2008-10-08,15390,nan
Indie,Gravitron 2,2008-08-31,21300,nan
Casual,Gravitron 2,2008-08-31,21300,nan
Racing,Xpand Rally Xtreme,2006-12-01,3050,nan
Strategy,Heroes of Might & Magic V: Hammers of Fate,2006-11-14,15380,nan
Action,Brothers in Arms: Earned in Blood™,2005-10-04,19800,nan
Strategy,Heroes of Might & Magic V: Tribes of the East,2007-10-16,15370,nan
Strategy,The Settlers®: Rise Of An Empire Gold Edition,2008-04-18,19930,nan
Casual,Brain Spa,2007-09-25,15350,nan
Action,The Sum of All Fears,2002-05-31,19810,nan
Casual,Peggle™ Nights,2008-10-15,3540,nan
Indie,World of Goo,2008-10-13,22000,nan
Action,X3: Terran Conflict,2008-10-16,2820,nan
Simulation,X3: Terran Conflict,2008-10-16,2820,nan
Strategy,X3: Terran Conflict,2008-10-16,2820,nan
Action,Mare Nostrum,2008-10-17,1230,nan
Casual,Spectraball,2008-10-20,18300,nan
Indie,Spectraball,2008-10-20,18300,nan
Indie,Galactic Bowling,2008-10-21,20200,nan
Casual,Galactic Bowling,2008-10-21,20200,nan
Sports,Galactic Bowling,2008-10-21,20200,nan
Action,Bully: Scholarship Edition,2008-10-21,12200,nan
Adventure,Bully: Scholarship Edition,2008-10-21,12200,nan
Action,Far Cry® 2: Fortune's Edition,2008-10-22,19900,nan
Action,Space Trader: Merchant Marine,2008-10-23,11240,nan
Indie,Space Trader: Merchant Marine,2008-10-23,11240,nan
Strategy,Space Trader: Merchant Marine,2008-10-23,11240,nan
Simulation,PRR Wagon Pack 01,2009-01-01,256522,nan
Simulation,"Class 421 London South East ""Jaffa Cake""",2009-01-01,275144,nan
Simulation,ATSF Wagon Pack 01,2009-01-01,256521,nan
Simulation,GP20 Union Pacific Add-on Livery,2009-01-01,222569,nan
Simulation,UK Van Wagon Pack,2009-01-01,256535,nan
Simulation,CSX SD70MAC Add-on Livery,2009-01-01,256611,nan
Simulation,CSX ES44AC Add-on Livery,2009-01-01,256576,nan
Action,Saints Row 2,2009-01-28,9480,nan
Action,Dead Space,2008-10-20,17470,nan
RPG,Rise of the Argonauts,2008-12-16,12770,nan
Action,Mirror's Edge™,2009-01-13,17410,nan
Adventure,Mirror's Edge™,2009-01-13,17410,nan
Indie,Defense Grid: The Awakening,2008-12-08,18500,nan
Strategy,Defense Grid: The Awakening,2008-12-08,18500,nan
Action,F.E.A.R. 2: Project Origin,2009-02-12,16450,nan
Strategy,Harvest: Massive Encounter,2008-03-05,15400,nan
Indie,Harvest: Massive Encounter,2008-03-05,15400,nan
Indie,Mayhem Intergalactic,2007-07-04,18600,nan
Strategy,Mayhem Intergalactic,2007-07-04,18600,nan
Action,Larva Mortus,2009-03-19,11340,nan
Indie,Larva Mortus,2009-03-19,11340,nan
Strategy,Knights of Honor,2005-05-10,25830,nan
Action,Ceville,2009-02-27,23460,nan
Adventure,Ceville,2009-02-27,23460,nan
Strategy,Ceville,2009-02-27,23460,nan
Strategy,Empire: Total War™ - Special Forces Units & Bonus Content,2009-03-04,10600,nan
Action,Watchmen: The End is Nigh,2009-03-04,21010,nan
Action,Penumbra Overture,2007-03-30,22180,nan
Adventure,Penumbra Overture,2007-03-30,22180,nan
Indie,Penumbra Overture,2007-03-30,22180,nan
Action,Unreal Tournament 3 Black,2007-11-19,13210,nan
RPG,Drakensang,2009-02-27,12640,nan
Casual,Age of Booty™,2009-03-09,21600,nan
Strategy,Age of Booty™,2009-03-09,21600,nan
Indie,The Graveyard,2008-03-21,27020,nan
Simulation,The Graveyard,2008-03-21,27020,nan
Racing,Burnout Paradise: The Ultimate Box,2009-02-03,24740,nan
Action,Zombie Master,2009-03-11,90047,nan
Action,The Maw,2009-03-09,26000,nan
Indie,The Maw,2009-03-09,26000,nan
Action,The Maw: River Redirect,2009-03-16,26006,nan
Indie,The Maw: River Redirect,2009-03-16,26006,nan
Action,The Maw: Brute Force,2009-03-16,26005,nan
Indie,The Maw: Brute Force,2009-03-16,26005,nan
Casual,Obulis,2009-03-19,11330,nan
Indie,Obulis,2009-03-19,11330,nan
Indie,Space Giraffe,2009-03-19,27800,nan
Simulation,Codename: Panzers - Cold War,2009-03-10,9850,nan
Strategy,Codename: Panzers - Cold War,2009-03-10,9850,nan
Casual,Escape Rosecliff Island,2009-04-15,3600,nan
RPG,Guild Wars Nightfall,2006-10-27,29580,nan
Massively Multiplayer,Guild Wars Nightfall,2006-10-27,29580,nan
RPG,Guild Wars,2005-04-28,29540,nan
Massively Multiplayer,Guild Wars,2005-04-28,29540,nan
RPG,Guild Wars Factions,2006-04-28,29560,nan
Massively Multiplayer,Guild Wars Factions,2006-04-28,29560,nan
Massively Multiplayer,Guild Wars Trilogy,2008-09-25,29570,nan
RPG,Guild Wars Trilogy,2008-09-25,29570,nan
Casual,Puzzle Kingdoms,2009-04-16,23700,nan
Casual,Samantha Swift and the Golden Touch,2009-04-29,16060,nan
RPG,Two Worlds Epic Edition,2009-04-30,1930,nan
Strategy,Helldorado,2009-04-30,18470,nan
Action,X-Blades,2009-02-10,7510,nan
Adventure,X-Blades,2009-02-10,7510,nan
RPG,X-Blades,2009-02-10,7510,nan
Action,Zeno Clash,2009-04-21,22200,nan
Indie,Zeno Clash,2009-04-21,22200,nan
Indie,The Maw: Speeder Lane,2009-04-29,26007,nan
RPG,King's Bounty: The Legend,2008-09-23,25900,nan
Strategy,King's Bounty: The Legend,2008-09-23,25900,nan
Casual,Virtual Families,2009-05-06,16200,nan
Simulation,Virtual Families,2009-05-06,16200,nan
Racing,Death Track®: Resurrection,2009-05-06,7840,nan
RPG,Freedom Force vs. the Third Reich,2005-03-08,8890,nan
Strategy,Freedom Force vs. the Third Reich,2005-03-08,8890,nan
RPG,Freedom Force,2002-03-26,8880,nan
Strategy,Freedom Force,2002-03-26,8880,nan
Indie,Light of Altair,2009-06-04,34500,nan
Simulation,Light of Altair,2009-06-04,34500,nan
Strategy,Light of Altair,2009-06-04,34500,nan
Action,Darkest Hour: Europe '44-'45,2009-06-09,1280,nan
Simulation,Darkest Hour: Europe '44-'45,2009-06-09,1280,nan
Action,Prototype™,2009-06-10,10150,nan
Adventure,Prototype™,2009-06-10,10150,nan
Adventure,Blueberry Garden,Jun 2009,29160,nan
Indie,Blueberry Garden,Jun 2009,29160,nan
Strategy,Port Royale 2,2004-04-30,12470,nan
RPG,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2007-09-11,22330,nan
RPG,The Elder Scrolls III: Morrowind® Game of the Year Edition,2002-04-29,22320,nan
Adventure,Ankh 2: Heart of Osiris,2007-05-18,12440,nan
Simulation,Armored Fist 3,1999-09-01,32710,nan
Simulation,MiG-29 Fulcrum,1998-09-07,32740,nan
Strategy,BC Kings,2008-09-15,12460,nan
Action,Call of Juarez®: Bound in Blood,2009-06-30,21980,nan
Adventure,Nancy Drew®: Legend of the Crystal Skull,2007-10-01,31860,nan
Adventure,Nancy Drew®: The Creature of Kapu Cave,2006-10-01,31900,nan
Adventure,Nancy Drew®: The Phantom of Venice,2008-07-01,31920,nan
Adventure,Nancy Drew®: The White Wolf of Icicle Creek,2007-07-01,31930,nan
Casual,BRAINPIPE: A Plunge to Unhumanity,2008-12-24,35800,nan
Indie,BRAINPIPE: A Plunge to Unhumanity,2008-12-24,35800,nan
Simulation,Hunting Unlimited 2010,2009-07-07,12690,nan
Sports,Hunting Unlimited 2010,2009-07-07,12690,nan
Adventure,Tales of Monkey Island Complete Pack,2009-07-07,31170,nan
Action,Street Fighter® IV,2009-07-07,21660,nan
Action,Thrillville®: Off the Rails™,2007-10-09,6080,nan
Adventure,Thrillville®: Off the Rails™,2007-10-09,6080,nan
Racing,Thrillville®: Off the Rails™,2007-10-09,6080,nan
Simulation,Thrillville®: Off the Rails™,2007-10-09,6080,nan
Strategy,Thrillville®: Off the Rails™,2007-10-09,6080,nan
Adventure,Indiana Jones® and the Fate of Atlantis™,1992-06-01,6010,nan
Action,Armed and Dangerous®,2003-12-02,6090,nan
Action,"Star Wars: Battlefront 2 (Classic, 2005)",2005-11-01,6060,nan
Adventure,Indiana Jones® and the Last Crusade™,1989-07-01,32310,nan
Action,LEGO® Indiana Jones™: The Original Adventures,2008-06-03,32330,nan
Adventure,LEGO® Indiana Jones™: The Original Adventures,2008-06-03,32330,nan
Adventure,The Secret of Monkey Island: Special Edition,2009-07-15,32360,nan
Strategy,Warfare,2008-11-20,35300,nan
Action,Clutch,2009-06-02,35310,nan
Racing,Clutch,2009-06-02,35310,nan
Adventure,Nancy Drew®: Ransom of the Seven Ships,2009-07-21,31980,nan
Adventure,Nancy Drew®: Ransom of the Seven Ships Demo,2009-07-21,31990,nan
Sports,3D Ultra™ Minigolf Adventures,2006-12-20,10140,nan
Adventure,King's Quest™ Collection,2006-09-01,10100,nan
Action,TimeShift™,2007-10-30,10130,nan
Adventure,Space Quest™ Collection,2006-09-01,10110,nan
Action,Killing Floor Outbreak Character Pack,2009-07-24,1256,nan
Action,Aces of the Galaxy™,2008-06-04,10120,nan
Casual,Aces of the Galaxy™,2008-06-04,10120,nan
Simulation,Tropico Reloaded,2009-07-24,33520,nan
Strategy,Tropico Reloaded,2009-07-24,33520,nan
Casual,Mystery P.I. - Lost in Los Angeles,2009-07-27,3610,nan
Action,Bionic Commando: Rearmed,2008-08-14,21680,nan
Action,Bionic Commando,2009-07-28,21670,nan
Adventure,Bionic Commando,2009-07-28,21670,nan
Action,Watchmen: The End is Nigh Part 2,2009-07-29,21030,nan
Action,Foreign Legion: Buckets of Blood,2009-08-04,36000,nan
Indie,Foreign Legion: Buckets of Blood,2009-08-04,36000,nan
